0;3637208.598;1837896.028;0
0;3637243.152;1837973.436;0
0;3637561.506;1837831.328;0
0;3637574.598;1837855.864;0
0;3637571.815;1837857.349;0
0;3637578.858;1837870.549;0
0;3637594.175;1837863.741;0
0;3637586.288;1837849.626;0
0;3637591.361;1837846.994;0
0;3637578.898;1837823.564;0
0;3637614.791;1837807.542;0
0;3637580.387;1837730.471;0
0;3637538.172;1837749.266;0
0;3637514.575;1837696.433;0
0;3637556.934;1837679.521;0
0;3637546.744;1837656.692;0
0;3637501.901;1837678.899;0
0;3637502.92;1837681.182;0
0;3637492.351;1837685.9;0
0;3637523.554;1837755.766;0